date,equity,qx,qy,gross,net,prediction,entry_threshold,target_weight_x,target_weight_y,desired_fraction,stopped
2026-01-02,100000.0,0,0,0.0,0.0,0.0,0.0013890313533477794,0.486175021018009,0.513824978981991,0.2,False
2026-01-05,100000.0,0,0,0.0,0.0,0.0,0.0013884929259301987,0.48594287958385296,0.514057120416147,0.2,False
2026-01-06,100000.0,0,0,0.0,0.0,0.0,0.0013907997219193234,0.48454973145333047,0.5154502685466695,0.2,False
2026-01-07,100000.0,0,0,0.0,0.0,0.0,0.0013864195623102518,0.49025098052036226,0.5097490194796377,0.2,False
2026-01-08,100000.0,0,0,0.0,0.0,0.0,0.0013834374775354187,0.4933786892906081,0.506621310709392,0.2,False
2026-01-09,100000.0,0,0,0.0,0.0,0.0,0.001384232622893661,0.4930638904996089,0.506936109500391,0.2,False
2026-01-12,100000.0,0,0,0.0,0.0,0.0,0.001383659820324879,0.49300551990826696,0.506994480091733,0.2,False
2026-01-13,100000.0,0,0,0.0,0.0,0.0,0.0013837098138937249,0.49287903479227757,0.5071209652077224,0.2,False
2026-01-14,100000.0,0,0,0.0,0.0,0.0,0.0013838939682496076,0.4917541786794403,0.5082458213205596,0.2,False
2026-01-15,100000.0,0,0,0.0,0.0,0.0,0.001383627428842097,0.49084906130093525,0.5091509386990647,0.2,False
2026-01-16,100000.0,0,0,0.0,0.0,0.0,0.00138252159540549,0.4909109991754128,0.5090890008245872,0.2,False
2026-01-20,100000.0,0,0,0.0,0.0,0.0,0.001386623589187063,0.4882437991866,0.5117562008134,0.2,False
2026-01-21,100000.0,0,0,0.0,0.0,0.0,0.0013897205178262796,0.48425382342179385,0.5157461765782061,0.2,False
2026-01-22,100000.0,0,0,0.0,0.0,0.0,0.0013964339892262093,0.4739546594073324,0.5260453405926676,0.2,False
2026-01-23,100000.0,0,0,0.0,0.0,0.0,0.001397046317542103,0.4713526118012769,0.528647388198723,0.2,False
2026-01-26,100000.0,0,0,0.0,0.0,0.0,0.0013979402248124801,0.4683747005956203,0.5316252994043797,0.2,False
2026-01-27,100000.0,0,0,0.0,0.0,0.0,0.0014125078649266873,0.4501772235123114,0.5498227764876886,0.2,False
2026-01-28,100000.0,0,0,0.0,0.0,0.0,0.0014168690243365383,0.44514479657087824,0.5548552034291218,0.2,False
2026-01-29,100000.0,0,0,0.0,0.0,0.0,0.0014189918471175047,0.4420594050847367,0.5579405949152634,0.2,False
2026-01-30,100000.0,0,0,0.0,0.0,0.0,0.0013685013959306984,0.4986151960956811,0.5013848039043189,0.2,False
2026-02-02,100000.0,0,0,0.0,0.0,0.0,0.001356907839831683,0.5100060716543554,0.4899939283456446,0.2,False
2026-02-03,100000.0,0,0,0.0,0.0,0.0,0.0013529072572030997,0.5123750670066106,0.4876249329933894,0.2,False
2026-02-04,100000.0,0,0,0.0,0.0,0.0,0.001352866743626871,0.5115217049463107,0.48847829505368934,0.2,False
2026-02-05,100000.0,0,0,0.0,0.0,0.0,0.0013612905699407396,0.5062091412058178,0.49379085879418216,0.2,False
2026-02-06,100000.0,0,0,0.0,0.0,0.0,0.0013578248989959503,0.507626118359307,0.49237388164069296,0.2,False
2026-02-09,100000.0,0,0,0.0,0.0,0.0,0.0013517666778956562,0.5101413857216999,0.48985861427830013,0.2,False
2026-02-10,100000.0,0,0,0.0,0.0,0.0,0.001353644166693831,0.5093563380568801,0.4906436619431199,0.2,False
2026-02-11,100000.0,0,0,0.0,0.0,0.0,0.0013613138026570483,0.4965849674770208,0.5034150325229791,0.2,False
2026-02-12,100000.0,0,0,0.0,0.0,0.0,0.001349698116731513,0.5093836451619494,0.49061635483805055,0.2,False
2026-02-13,100000.0,0,0,0.0,0.0,0.0,0.0013410308808118633,0.5187932381954189,0.4812067618045811,0.2,False
2026-02-17,100000.0,0,0,0.0,0.0,0.0,0.0013365348385447069,0.5219726255103898,0.4780273744896102,0.2,False
2026-02-18,100000.0,0,0,0.0,0.0,0.0,0.0013336719407101227,0.5250558675193177,0.47494413248068235,0.2,False
2026-02-19,100000.0,0,0,0.0,0.0,0.0,0.0013325357313381135,0.5261124301350416,0.4738875698649584,0.2,False
