date,equity,qx,qy,gross,net,prediction,entry_threshold,target_weight_x,target_weight_y,desired_fraction,stopped
2023-01-03,100000.0,0,0,0.0,0.0,0.00017150686720495152,0.0014450397370208616,0.4839328916432624,0.5160671083567376,0.2,False
2023-01-04,100000.0,0,0,0.0,0.0,0.00020893863739110846,0.0014329563011065234,0.4816268132715298,0.5183731867284702,0.2,False
2023-01-05,100000.0,0,0,0.0,0.0,0.00016607910227673292,0.0014346207737455491,0.4796368077779093,0.5203631922220907,0.2,False
2023-01-06,100000.0,0,0,0.0,0.0,0.00023690137482178253,0.0014153561766170617,0.474204491968939,0.525795508031061,0.2,False
2023-01-09,100000.0,0,0,0.0,0.0,0.00018229650421378943,0.001413241450309947,0.4734599358617353,0.5265400641382647,0.2,False
2023-01-10,100000.0,0,0,0.0,0.0,0.00019631966644499267,0.0014134787630623652,0.4734146406583907,0.5265853593416093,0.2,False
2023-01-11,100000.0,0,0,0.0,0.0,0.0002147371053919839,0.0014092771704911783,0.4730443990052755,0.5269556009947245,0.2,False
2023-01-12,100000.0,0,0,0.0,0.0,0.0002597378220437634,0.0014002876380620223,0.4711918213520144,0.5288081786479857,0.2,False
2023-01-13,100000.0,0,0,0.0,0.0,0.00028120439281978274,0.0013962293115159863,0.4705617825603756,0.5294382174396244,0.2,False
2023-01-17,100000.0,0,0,0.0,0.0,0.0002773206183332471,0.0013943360586294487,0.4704710554745908,0.5295289445254092,0.2,False
2023-01-18,100000.0,0,0,0.0,0.0,0.00026060364268505517,0.0013992908645778744,0.47062398126025096,0.529376018739749,0.2,False
2023-01-19,100000.0,0,0,0.0,0.0,0.00029584403006113584,0.0013960959108073239,0.4701657582164332,0.5298342417835669,0.2,False
2023-01-20,100000.0,0,0,0.0,0.0,0.00028425682061992513,0.001393451194182255,0.47126564585248987,0.5287343541475101,0.2,False
2023-01-23,100000.0,0,0,0.0,0.0,0.0002769168943746325,0.0013918097195649624,0.4716769483484131,0.5283230516515869,0.2,False
2023-01-24,100000.0,0,0,0.0,0.0,0.00028410512096135545,0.0013925502480991716,0.47181781274089185,0.5281821872591081,0.2,False
2023-01-25,100000.0,0,0,0.0,0.0,0.0003538603702868614,0.0013894594677578192,0.4714752249032104,0.5285247750967896,0.2,False
2023-01-26,100000.0,0,0,0.0,0.0,0.0003103246534625706,0.0013900249401724342,0.47292792665673444,0.5270720733432656,0.2,False
2023-01-27,100000.0,0,0,0.0,0.0,0.0002661468859156186,0.001388776985462599,0.47250148105422435,0.5274985189457757,0.2,False
2023-01-30,100000.0,0,0,0.0,0.0,0.0002693074905864862,0.0013958272793981271,0.4741755773845054,0.5258244226154947,0.2,False
2023-01-31,100000.0,0,0,0.0,0.0,0.00019531949996425574,0.0013986827651721722,0.47944333835650355,0.5205566616434965,0.2,False
2023-02-01,100000.0,0,0,0.0,0.0,0.0,0.0014506930179181365,0.4795494362345562,0.5204505637654437,0.2,False
2023-02-02,100000.0,0,0,0.0,0.0,0.0,0.0014542749753377819,0.478169721181704,0.521830278818296,0.2,False
2023-02-03,100000.0,0,0,0.0,0.0,0.0,0.001463999184097616,0.47268375842748767,0.5273162415725123,0.2,False
2023-02-06,100000.0,0,0,0.0,0.0,0.0,0.0014679060933367764,0.47265044637074183,0.5273495536292582,0.2,False
2023-02-07,100000.0,0,0,0.0,0.0,0.0,0.0014630307572092165,0.47366920684769465,0.5263307931523054,0.2,False
2023-02-08,100000.0,0,0,0.0,0.0,0.0,0.0014663446468428782,0.4735514693421421,0.5264485306578579,0.2,False
2023-02-09,100000.0,0,0,0.0,0.0,0.0,0.0014663525269035527,0.47426645742335416,0.5257335425766458,0.2,False
2023-02-10,100000.0,0,0,0.0,0.0,0.0,0.0014640446311369475,0.4760523978780682,0.5239476021219318,0.2,False
2023-02-13,100000.0,0,0,0.0,0.0,0.0,0.0014607594020883733,0.47478646279813747,0.5252135372018625,0.2,False
2023-02-14,100000.0,0,0,0.0,0.0,0.0,0.0014623190688814085,0.4745435108550711,0.5254564891449289,0.2,False
2023-02-15,100000.0,0,0,0.0,0.0,0.0,0.0014777649811132945,0.4655761490206657,0.5344238509793343,0.2,False
2023-02-16,100000.0,0,0,0.0,0.0,0.0,0.0014788583832511565,0.46706417098831243,0.5329358290116876,0.2,False
2023-02-17,100000.0,0,0,0.0,0.0,0.0,0.0014799484184051471,0.4673035096986509,0.5326964903013491,0.2,False
2023-02-21,100000.0,0,0,0.0,0.0,0.0,0.001476760753562674,0.4739024470270119,0.5260975529729881,0.2,False
2023-02-22,100000.0,0,0,0.0,0.0,0.0,0.001476262751604888,0.4753191654942559,0.5246808345057441,0.2,False
2023-02-23,100000.0,0,0,0.0,0.0,0.0,0.0014761731279677543,0.47563353415145765,0.5243664658485423,0.2,False
2023-02-24,100000.0,0,0,0.0,0.0,0.0,0.001489127356369188,0.4683478510821385,0.5316521489178615,0.2,False
2023-02-27,100000.0,0,0,0.0,0.0,0.0,0.0014883964065816374,0.467246562731473,0.532753437268527,0.2,False
2023-02-28,100000.0,0,0,0.0,0.0,0.0,0.0014907316904606836,0.4676749272984836,0.5323250727015164,0.2,False
2023-03-01,100000.0,0,0,0.0,0.0,0.0,0.0014889022889997053,0.46665093653609696,0.5333490634639031,0.2,False
2023-03-02,100000.0,0,0,0.0,0.0,0.0,0.0014883054150643927,0.4669148505944514,0.5330851494055486,0.2,False
2023-03-03,100000.0,0,0,0.0,0.0,0.0,0.0014841545925618463,0.46599544879104743,0.5340045512089526,0.2,False
2023-03-06,100000.0,0,0,0.0,0.0,0.0,0.0014889199434952424,0.46448845468259325,0.5355115453174067,0.2,False
2023-03-07,100000.0,0,0,0.0,0.0,0.0,0.0014919816304108948,0.46792673789650363,0.5320732621034964,0.2,False
2023-03-08,100000.0,0,0,0.0,0.0,0.0,0.0014918900786915423,0.46699617248627856,0.5330038275137214,0.2,False
2023-03-09,100000.0,0,0,0.0,0.0,0.0,0.0014927657139486776,0.4704178582887212,0.5295821417112788,0.2,False
2023-03-10,100000.0,0,0,0.0,0.0,0.0,0.0014986630580758797,0.4707222381112772,0.5292777618887228,0.2,False
2023-03-13,100000.0,0,0,0.0,0.0,0.0,0.001500855285788793,0.47045671749825746,0.5295432825017425,0.2,False
2023-03-14,100000.0,0,0,0.0,0.0,0.0,0.0014988157244193072,0.46854292889582216,0.5314570711041778,0.2,False
2023-03-15,100000.0,0,0,0.0,0.0,0.0,0.00150871013236058,0.46741054208917504,0.532589457910825,0.2,False
2023-03-16,100000.0,0,0,0.0,0.0,0.0,0.0015040941688138707,0.4681418100853986,0.5318581899146013,0.2,False
2023-03-17,100000.0,0,0,0.0,0.0,0.0,0.0015047775218354014,0.46989857028760623,0.5301014297123938,0.2,False
2023-03-20,100000.0,0,0,0.0,0.0,0.0,0.001495453338354644,0.47374276549235717,0.5262572345076428,0.2,False
2023-03-21,100000.0,0,0,0.0,0.0,0.0,0.0014938866762092564,0.4746244931191185,0.5253755068808815,0.2,False
2023-03-22,100000.0,0,0,0.0,0.0,0.0,0.0014946436193514327,0.4751499479399012,0.5248500520600988,0.2,False
2023-03-23,100000.0,0,0,0.0,0.0,0.0,0.0014967968016514383,0.4753271148482117,0.5246728851517883,0.2,False
2023-03-24,100000.0,0,0,0.0,0.0,0.0,0.0014965510547989217,0.47556099462746954,0.5244390053725305,0.2,False
2023-03-27,100000.0,0,0,0.0,0.0,0.0,0.0014891123185041774,0.4787910888922426,0.5212089111077574,0.2,False
2023-03-28,100000.0,0,0,0.0,0.0,0.0,0.0014876048130481776,0.47816740548900777,0.5218325945109923,0.2,False
2023-03-29,100000.0,0,0,0.0,0.0,0.0,0.0014812341884736428,0.48022798478817136,0.5197720152118286,0.2,False
2023-03-30,100000.0,0,0,0.0,0.0,0.0,0.0014789051339155518,0.47854647610631224,0.5214535238936877,0.2,False
2023-03-31,100000.0,0,0,0.0,0.0,0.0,0.001475289518971947,0.47992422556541325,0.5200757744345867,0.2,False
2023-04-03,100000.0,0,0,0.0,0.0,0.0,0.0014661091512318757,0.48212913174437855,0.5178708682556215,0.2,False
2023-04-04,100000.0,0,0,0.0,0.0,0.0,0.0014692218495293329,0.4811993182874587,0.5188006817125412,0.2,False
2023-04-05,100000.0,0,0,0.0,0.0,0.0,0.0014702058253295554,0.48211651786175935,0.5178834821382406,0.2,False
2023-04-06,100000.0,0,0,0.0,0.0,0.0,0.0014701645585498432,0.4823250181750858,0.5176749818249142,0.2,False
2023-04-10,100000.0,0,0,0.0,0.0,0.0,0.0014696460191223146,0.4823006728956659,0.5176993271043341,0.2,False
2023-04-11,100000.0,0,0,0.0,0.0,0.0,0.0014657976625397488,0.4826627378322908,0.5173372621677093,0.2,False
2023-04-12,100000.0,0,0,0.0,0.0,0.0,0.0014647238589591944,0.48234330158998556,0.5176566984100144,0.2,False
2023-04-13,100000.0,0,0,0.0,0.0,0.0,0.0014596487396619834,0.48257154167590455,0.5174284583240955,0.2,False
2023-04-14,100000.0,0,0,0.0,0.0,0.0,0.0014656183359892082,0.47964438232939743,0.5203556176706026,0.2,False
2023-04-17,100000.0,0,0,0.0,0.0,0.0,0.0014660758331765378,0.47901557936029815,0.5209844206397019,0.2,False
2023-04-18,100000.0,0,0,0.0,0.0,0.0,0.0014647706359148733,0.47857857019892586,0.5214214298010742,0.2,False
