date,equity,qx,qy,gross,net,prediction,entry_threshold,target_weight_x,target_weight_y,desired_fraction,stopped
2020-01-02,100000.0,0,0,0.0,0.0,-0.0020399755588315816,0.0020260548404884833,0.4,0.6,0.05,False
2020-01-03,99996.92241000176,87,-100,4940.4999923706055,-1025.4999923706055,-0.0028225664896266802,0.0020263830983708953,0.4,0.6,0.05,False
2020-01-06,99991.62698691734,87,-100,4965.9400272369385,-1030.0598812103271,-0.0027060105466128574,0.0020221579047991797,0.4,0.6,0.05,False
2020-01-07,99985.7704475595,87,-100,4966.33003616333,-1035.670009613037,-0.002974135206793227,0.0020245147854514346,0.4,0.6,0.05,False
2020-01-08,99999.83378567461,87,-100,4974.639894485474,-1021.360013961792,-0.0018796968825764576,0.0020193542692657687,0.4,0.6,0.05,False
2020-01-09,99995.45728019127,87,-100,4980.510028839111,-1025.4901084899902,-0.0020195842439682367,0.0020277560201226994,0.4,0.6,0.05,False
2020-01-10,100007.65057705749,87,-100,4988.95005607605,-1013.0499897003174,-0.0010721944432607144,0.00159348939637461,0.4,0.6,0.2,False
2020-01-13,100006.57064625819,87,-100,5020.610067367554,-1013.3899478912354,-0.0006498910223867114,0.0015913668982251692,0.4,0.6,0.2,False
2020-01-14,100016.50257477787,87,-100,5034.790060043335,-1003.2100467681885,0.000248233562627273,0.001327548689977948,0.4,0.6,0.2,False
2020-01-15,100006.75167332518,0,0,0.0,0.0,0.000188579906316077,0.0013252393163334993,0.4,0.6,0.2,False
2020-01-16,100006.75167332518,0,0,0.0,0.0,0.001240432291711463,0.001322032470435542,0.4,0.6,0.2,False
2020-01-17,100006.75167332518,0,0,0.0,0.0,0.0007231464754467028,0.001322523869829155,0.4,0.6,0.2,False
2020-01-21,100006.75167332518,0,0,0.0,0.0,-0.0007684685045799258,0.0015871954207724729,0.4,0.6,0.2,False
2020-01-22,100006.75167332518,0,0,0.0,0.0,0.0013030168283759578,0.0013239973624195884,0.4,0.6,0.2,False
2020-01-23,100006.75167332518,0,0,0.0,0.0,0.00041698897893165446,0.0013234707327331344,0.4,0.6,0.2,False
2020-01-24,100006.75167332518,0,0,0.0,0.0,-0.0002481811958960497,0.001588011933406999,0.4,0.6,0.2,False
2020-01-27,100006.75167332518,0,0,0.0,0.0,-0.0020523791861766566,0.002027194623603929,0.4,0.6,0.05,False
2020-01-28,100003.66349711068,87,-99,4991.520069122314,-999.9599761962891,-0.001869433756644231,0.0020206183301925158,0.4,0.6,0.05,False
2020-01-29,100010.55722360927,87,-99,4966.980051040649,-992.8200244903564,-0.0016289249817884228,0.002024283160196075,0.4,0.6,0.05,False
2020-01-30,100004.49235593677,87,-99,4971.059955596924,-998.6399688720703,-0.0020312178866807038,0.0020242841592955467,0.4,0.6,0.05,False
2020-01-31,100002.17700703458,87,-99,4873.95002746582,-1000.7099876403809,-0.0037551037254998157,0.0018665405318972512,0.4,0.6,0.06192676648131987,False
2020-02-03,100010.7525919753,87,-99,4873.350036621094,-991.4101295471191,-0.002095289924603025,0.002024102972869797,0.4,0.6,0.05,False
2020-02-04,100005.83174769777,87,-99,4945.890089035034,-996.0899562835693,-0.0014763969452352864,0.0015949049476179438,0.4,0.6,0.2,False
