pair,date,weight_x,weight_y,share_ratio,prediction,sleeve_capital
XLV_VHT,2026-09-18,0.48589730425338234,0.5141026957466177,1.772797794426835,8.978446858442687e-05,0
XLP_VDC,2026-09-18,0.4921987743106643,0.5078012256893357,2.6169240015145707,0.0,0
XLI_VIS,2026-09-18,0.5134080333093167,0.4865919666906833,2.023449232790244,-0.0003356100037701516,0
EWA_EWC,2026-09-18,0.41475813419174457,0.5852418658082554,1.4844392768808636,-0.00010614790973492505,0
