Date,prediction,weight_x,weight_y,share_ratio_x_per_y,sigma_daily,correlation,volatility_ratio,last_label_index,training_samples,z,var_x,var_y,covariance
2015-06-26,,0.4,0.6,0.8560323383361201,0.00477008890279341,0.4990414889058989,,-1,0,,0.00013657402020431452,6.538164794437864e-05,4.7157267400237094e-05
2015-06-29,,0.41693462969712314,0.5830653703028769,0.915225744626945,0.004851996403035592,0.5848919040762897,,-1,0,,0.00015126483804353788,8.890570359368051e-05,6.78280630219404e-05
2015-06-30,,0.41909597463941733,0.5809040253605826,0.9149404610650296,0.004835025678483364,0.5764416700164434,,-1,0,,0.00014831423459716925,8.603636208891034e-05,6.511601348815145e-05
2015-07-01,,0.41530544209598236,0.5846945579040177,0.8873671914617024,0.004909843650933813,0.5554054414256591,,-1,0,,0.00014844447355493462,8.342332176072465e-05,6.180674701040117e-05
2015-07-02,,0.415351454015058,0.584648545984942,0.8867911755313765,0.004830257641087743,0.5616597456899267,,-1,0,,0.0001451995993019171,8.211292738244417e-05,6.13284199210039e-05
2015-07-06,,0.4029558531449226,0.5970441468550773,0.857363348093737,0.0048418375575591446,0.5828286542389021,,-1,0,0.8890787765985034,0.00016458328869142547,8.243235197451532e-05,6.788637347612758e-05
2015-07-07,,0.4,0.6,0.8429302683473545,0.004773885626855873,0.5808241957102053,,-1,0,-0.12739271385781228,0.0001596719840799583,7.970678830389793e-05,6.552495263311561e-05
2015-07-08,,0.4,0.6,0.8526748845606675,0.004700240323360802,0.6260041822402268,,-1,0,0.3501196858585628,0.00017766291227398626,8.494177336334232e-05,7.690176099436288e-05
2015-07-09,,0.4,0.6,0.8405087992316858,0.004769770410557879,0.6071566776248722,,-1,0,-0.2445577562261579,0.00017637642778102754,8.24023380807909e-05,7.319658413461596e-05
2015-07-10,,0.4,0.6,0.8386473415707449,0.004699333213109194,0.6260506415101444,,-1,0,-0.25428223400753747,0.0001777025219210838,8.488562114685808e-05,7.689061348418989e-05
2015-07-13,,0.4,0.6,0.842105295472968,0.004651700653054378,0.6244642440144472,,-1,0,-0.050474971996996555,0.00017194304666153973,8.338356807515823e-05,7.477219376516e-05
2015-07-14,,0.4,0.6,0.8356403905351569,0.004588663372381811,0.6300096346806094,,-1,0,-0.30426058856432764,0.00017186842262337498,8.155110957780007e-05,7.45864906723117e-05
2015-07-15,,0.4,0.6,0.8306220539334321,0.004561209175569828,0.6261015936889704,,-1,0,-0.4595992824495684,0.00016621633821231485,8.04535062625127e-05,7.240259838577618e-05
2015-07-16,,0.4,0.6,0.8217494141854377,0.004531854255064386,0.6247728606971702,,-1,0,-0.7677154325885828,0.0001663141408116583,7.802900401815994e-05,7.11729187234536e-05
2015-07-17,,0.4,0.6,0.8206590143069273,0.004461523251071009,0.626746802529227,,-1,0,-0.7031834835466808,0.000161452658679597,7.626389963271942e-05,6.954633236805684e-05
2015-07-20,,0.4,0.6,0.8039030704290123,0.004768395674282569,0.5764987722084343,,-1,0,-1.3231340194911065,0.00015794446451781736,7.86157600400887e-05,6.42399804807625e-05
2015-07-21,,0.4,0.6,0.8007536677605247,0.0046914623867258705,0.5763752960482873,,-1,0,-1.303932069709993,0.00015299912299857795,7.601846708815913e-05,6.21597677196795e-05
2015-07-22,,0.4,0.6,0.8092263615935317,0.004651148333570218,0.5897232955910489,,-1,0,-0.7951673887911311,0.00016001783018456693,7.526401207031781e-05,6.471815907077524e-05
2015-07-23,,0.4,0.6,0.8148508370146741,0.004598075735473292,0.5908496312657366,,-1,0,-0.48539950007632654,0.00015855530831497907,7.303579020574485e-05,6.358215278190948e-05
2015-07-24,,0.4,0.6,0.8252555732486831,0.004612383824073613,0.5841387823478841,,-1,0,-0.0229580719052315,0.00016064933581100535,7.069979833383888e-05,6.225361789451445e-05
2015-07-27,,0.4,0.6,0.8140108350949883,0.004709925934687995,0.560436879502157,,-1,0,-0.46109420857838984,0.00015598766323460226,7.084756943247042e-05,5.891614333953986e-05
