date,event,qx,qy,px,py,hedge,commission,slippage
2016-01-05,ENTRY,-566,452,18.420000076293945,21.09000015258789,1.2543508342589789,5.402771601295472,3.99168002243042
2016-01-20,EXIT,566,-452,16.579999923706055,18.649999618530273,,5.3428939948272705,3.562815956878662
2016-01-21,ENTRY,-616,495,16.899999618530273,19.25,1.2451260660411885,5.867311992950439,3.9878299530029295
2016-02-04,EXIT,616,-495,17.649999618530273,21.260000228881836,,5.870711003398895,4.279219975662231
2016-04-06,ENTRY,531,-433,18.799999237060547,23.280000686645508,1.228336283481503,5.122407208919525,4.0126079784393305
2016-04-20,EXIT,-531,433,20.459999084472656,25.1200008392334,,5.145927785415649,4.348243975448609
2016-04-28,ENTRY,496,-404,19.8700008392334,25.260000228881836,1.229904786133193,4.806151202774048,4.012112101745606
2016-05-12,EXIT,-496,404,19.68000030517578,24.40999984741211,,4.7928384045410155,3.924584017944336
2016-05-26,ENTRY,507,-412,19.559999465942383,24.729999542236328,1.232628369479908,4.9006627943420416,4.021135908126831
2016-06-10,EXIT,-507,412,19.43000030517578,25.049999237060547,,4.8905303046417234,4.034321968078613
2016-06-13,ENTRY,509,-412,19.25,24.899999618530273,1.2362721530742666,4.912763995285035,4.011409968566895
2016-06-24,EXIT,-509,412,18.920000076293945,24.13999938964844,,4.8939084011650085,3.9151919574737555
2016-08-01,ENTRY,-495,397,20.65999984741211,24.93000030517578,1.2471562086347296,4.76680099773407,4.024782009124756
2016-08-15,EXIT,495,-397,21.0,25.86000061035156,,4.767992607269287,4.132284048461914
2016-09-28,ENTRY,-484,389,20.979999542236328,25.68000030517578,1.2455420704844342,4.669629593353272,4.028767979431152
2016-10-12,EXIT,484,-389,20.729999542236328,25.270000457763672,,4.659900905342102,3.97266999130249
2016-11-22,ENTRY,486,-392,20.420000076293945,25.979999542236328,1.2422306665244156,4.6955247946167,4.0216559715271
2016-11-28,EXIT,-486,392,20.75,25.899999618530273,,4.692535,4.047459970092774
2016-12-19,ENTRY,482,-387,20.530000686645508,26.440000534057617,1.2460870701765947,4.651968406200409,4.025548107528687
2017-01-04,EXIT,-482,387,20.850000381469727,26.739999771118164,,4.646491005516053,4.079616019058228
2017-02-23,ENTRY,-457,361,22.3700008392334,27.600000381469727,1.2682055455263073,4.39669271150589,4.037338104248047
2017-03-09,EXIT,457,-361,21.86000061035156,26.5,,4.376995,3.9113040557861325
2017-03-10,ENTRY,-467,370,22.049999237060547,26.530000686645508,1.2632898695317647,4.493920489311218,4.022689979553223
2017-03-24,EXIT,467,-370,22.170000076293945,26.530000686645508,,4.4794830076217655,4.0338980579376225
2017-03-27,ENTRY,-464,370,22.170000076293945,26.6200008392334,1.2559137791517208,4.478606401062011,4.027256069183349
2017-04-10,EXIT,464,-370,22.38999938964844,27.100000381469727,,4.4708100042343135,4.0831919715881355
2017-04-28,ENTRY,-462,372,22.459999084472656,26.260000228881836,1.2426840479735315,4.481295587310791,4.029047932434082
2017-05-10,EXIT,462,-372,21.8799991607666,26.3700008392334,,4.464289209365845,3.9836399848937987
2017-07-13,ENTRY,461,-370,21.899999618530273,27.329999923706055,1.2460189093224714,4.458362999153137,4.041599959182739
2017-07-27,EXIT,-461,370,22.760000228881836,27.770000457763672,,4.469770803165436,4.153452054977417
2017-09-15,ENTRY,439,-355,22.899999618530273,28.59000015258789,1.2391954072738938,4.274483501625061,4.040509977340698
2017-09-29,EXIT,-439,355,22.440000534057617,28.940000534057617,,4.265534807033538,4.02497208480835
2017-10-02,ENTRY,439,-354,22.540000915527344,28.959999084472656,1.2421672996364188,4.2725551902770995,4.029380015563965
2017-10-16,EXIT,-439,354,22.989999771118164,29.170000076293945,,4.267778296985626,4.083757985305786
2018-02-02,ENTRY,-436,343,23.520000457763672,28.959999084472656,1.272314292115309,4.202641605987549,4.0375999771118165
2018-02-16,EXIT,436,-343,22.979999542236328,28.270000457763672,,4.185898304710388,3.943177991485596
2018-02-20,ENTRY,-447,353,22.920000076293945,28.1200008392334,1.268443689820314,4.307357201023102,4.034320066070556
2018-03-06,EXIT,447,-353,23.020000457763672,27.739999771118164,,4.293766597576141,4.016432024765015
2018-03-07,ENTRY,-449,356,22.8700008392334,27.6299991607666,1.2630631645154176,4.333058911304474,4.020982015609741
2018-03-21,EXIT,449,-356,22.739999771118164,28.020000457763672,,4.324253604888916,4.037076012039185
2018-05-16,ENTRY,437,-348,22.829999923706055,29.229999542236328,1.2563462828055643,4.230161195220947,4.029749961471557
2018-05-31,EXIT,-437,348,22.56999969482422,28.739999771118164,,4.2208926959991455,3.972921957397461
2018-06-15,ENTRY,445,-354,22.489999771118164,28.700000762939453,1.2593404574757379,4.299794008102417,4.0335700336456295
2018-06-21,EXIT,-445,354,22.3700008392334,28.239999771118164,,4.293639511203766,3.9903220584869383
2018-09-10,ENTRY,462,-363,21.61000061035156,28.1299991607666,1.2741262608191963,4.431335690860748,4.039001995468139
2018-09-24,EXIT,-462,363,22.209999084472656,28.93000030517578,,4.432830587310791,4.152521937561035
2018-10-02,ENTRY,455,-356,21.829999923706055,28.8799991607666,1.278094482414708,4.363438391036987,4.042785933303833
2018-10-16,EXIT,-455,356,20.950000762939453,27.700000762939453,,4.340967510414123,3.878690123748779
2018-10-17,ENTRY,477,-372,20.899999618530273,27.510000228881836,1.2830178307300077,4.552011602554321,4.040603980636597
2018-10-22,EXIT,-477,372,20.709999084472656,27.13999938964844,,4.541360086898804,3.9949498672485353
2018-11-08,ENTRY,-476,371,21.3799991607666,27.010000228881836,1.2853428183402136,4.540306388015747,4.0395179370880125
2018-11-20,EXIT,476,-371,20.229999542236328,25.93000030517578,,4.523600903396606,3.849901979064941
2018-11-28,ENTRY,-483,377,21.1200008392334,26.59000015258789,1.2836859882581086,4.606028812160492,4.045078092575073
2018-12-06,EXIT,483,-377,20.43000030517578,25.940000534057617,,4.593381406040192,3.9294140697479247
2018-12-18,ENTRY,-528,412,19.299999237060547,24.450000762939453,1.2818259438418966,5.005711987915039,4.052759982299805
2019-01-03,EXIT,528,-412,18.959999084472656,24.030000686645508,,4.997010808486938,3.9822479598999023
2019-01-07,ENTRY,-521,400,19.690000534057617,24.920000076293945,1.3042511852033363,4.91275470834732,4.0452980617523195
2019-01-22,EXIT,521,-400,20.06999969482422,26.15999984741211,,4.9189199981689455,4.184093955993652
2019-05-24,ENTRY,-466,359,22.030000686645508,27.829999923706055,1.3002598656403728,4.432979409599304,4.051390058517456
2019-06-10,EXIT,466,-359,22.350000381469727,28.200000762939453,,4.428714008216858,4.107780090332032
2019-06-12,ENTRY,-461,356,22.350000381469727,28.0,1.2954778622932872,4.394100505275727,4.054270035171509
2019-06-26,EXIT,461,-356,22.440000534057617,28.469999313354492,,4.389059592666626,4.096032000350952
2019-06-27,ENTRY,-457,350,22.59000015258789,28.479999542236328,1.3060622353681557,4.3447089020919805,4.058325981903076
2019-07-10,EXIT,457,-350,22.5,28.969999313354492,,4.339184992790222,4.084399951934815
2019-07-24,ENTRY,-451,347,22.809999465942383,28.920000076293945,1.3003134976282202,4.298619292774201,4.064509957122803
2019-08-06,EXIT,451,-347,21.239999771118164,27.63999938964844,,4.27773239364624,3.8340639369964604
2019-08-08,ENTRY,469,-362,21.61000061035156,28.209999084472656,1.2966015241559434,4.461360590057374,4.069421990966797
2019-08-22,EXIT,-469,362,21.34000015258789,27.850000381469727,,4.4552538021469115,4.018032041931152
2019-11-14,ENTRY,447,-346,22.61000061035156,29.549999237060547,1.293556782259017,4.271728992080688,4.066194001770019
2019-11-29,EXIT,-447,346,22.829999923706055,29.6299991607666,,4.271150298976898,4.09139793510437
